Date        Pluviometer        Plot        Distance        Tree sp        tree number        rainfall        rainfall size        Throughfall        Interception        LAI
26/05/2013        P58        1        100        1        5        5.97        2        3.52        2.42        0.20
26/05/2013        P59        1        100        1        5        5.97        2        2.40        3.54        0.20
26/05/2013        P60        1        100        1        5        5.97        2        2.64        3.30        0.20
26/05/2013        P61        1        250        1        5        5.97        2        1.60        4.34        0.20
26/05/2013        P62        1        250        1        5        5.97        2        2.00        3.94        0.20
26/05/2013        P63        1        250        1        5        5.97        2        2.40        3.54        0.20
26/05/2013        P64        1        100        2        6        5.97        2        2.40        3.52        0.33
26/05/2013        P65        1        100        2        6        5.97        2        3.04        2.88        0.33
26/05/2013        P66        1        100        2        6        5.97        2        4.00        1.92        0.33
26/05/2013        P67        1        250        2        6        5.97        2        3.84        2.08        0.33
26/05/2013        P68        1        250        2        6        5.97        2        3.04        2.88        0.33
26/05/2013        P69        1        100        1        6        5.97        2        1.60        4.34        0.20
26/05/2013        P70        1        100        1        6        5.97        2        2.00        3.94        0.20
26/05/2013        P71        1        100        1        6        5.97        2        4.64        1.30        0.20
26/05/2013        P72        1        250        1        6        5.97        2        4.32        1.62        0.20
26/05/2013        P73        1        250        1        6        5.97        2        4.80        1.14        0.20
26/05/2013        P74        1        100        2        5        5.97        2        4.16        1.75        0.33
26/05/2013        P75        1        100        2        5        5.97        2        4.24        1.67        0.33
26/05/2013        P76        1        100        2        5        5.97        2        2.24        3.67        0.33
26/05/2013        P77        1        250        2        5        5.97        2        3.20        2.71        0.33
26/05/2013        P78        2        100        1        7        5.97        2        1.6        4.36        0.20
26/05/2013        P79        2        100        1        7        5.97        2        1.76        4.20        0.20
26/05/2013        P80        2        100        1        7        5.97        2        2.8        3.16        0.20
26/05/2013        P81        2        250        1        7        5.97        2        2.4        3.56        0.20
26/05/2013        P82        2        250        1        7        5.97        2                5.96        0.20
26/05/2013        P83        2        250        1        7        5.97        2        2.24        3.72        0.20
26/05/2013        P84        2        550        1        7        5.97        2        2.56        3.40        0.20
26/05/2013        P85        2        550        1        7        5.97        2        2.56        3.40        0.20
26/05/2013        P86        2        100        1        8        5.97        2        4.4        1.56        0.20
26/05/2013        P87        2        100        1        8        5.97        2        1.28        4.68        0.20
26/05/2013        P88        2        100        1        8        5.97        2        2        3.96        0.20
26/05/2013        P89        2        250        1        8        5.97        2        1.92        4.04        0.20
26/05/2013        P90        2        250        1        8        5.97        2        2.24        3.72        0.20
26/05/2013        P91        2        250        1        8        5.97        2        2.4        3.56        0.20
26/05/2013        P92        2        100        2        8        5.97        2        2.4        3.53        0.33
26/05/2013        P93        2        100        2        8        5.97        2        1.76        4.17        0.33
26/05/2013        P94        2        100        2        8        5.97        2        2.4        3.53        0.33
26/05/2013        P95        2        250        2        8        5.97        2        4.4        1.53        0.33
26/05/2013        P96        2        250        2        8        5.97        2        3.2        2.73        0.33
26/05/2013        P97        2        550        2        8        5.97        2        2.4        3.53        0.33
26/05/2013        P98        2        550        2        8        5.97        2        2.8        3.13        0.33
26/05/2013        P99        2        100        2        7        5.97        2        1.44        4.52        0.33
26/05/2013        P100        2        100        2        7        5.97        2        1.2        4.76        0.33
26/05/2013        P101        2        100        2        7        5.97        2        1.6        4.36        0.33
26/05/2013        P102        2        250        2        7        5.97        2        2.4        3.56        0.33
26/05/2013        P103        2        250        2        7        5.97        2        2.24        3.72        0.33
26/05/2013        P105        3        100        2        9        5.97        2        1.44        4.41        0.33
26/05/2013        P106        3        100        2        9        5.97        2        1.44        4.41        0.33
26/05/2013        P107        3        100        2        9        5.97        2        2.24        3.61        0.33
26/05/2013        P108        3        250        2        9        5.97        2        2.56        3.29        0.33
26/05/2013        P109        3        250        2        9        5.97        2        2.4        3.45        0.33
26/05/2013        P110        3        250        2        9        5.97        2        2.4        3.45        0.33
26/05/2013        P111        3        550        2        9        5.97        2        5.2        0.65        0.33
26/05/2013        P112        3        550        2        9        5.97        2        7.2        -1.35        0.33
26/05/2013        P113        3        100        2        10        5.97        2        1.6        4.25        0.33
26/05/2013        P114        3        100        2        10        5.97        2        2.08        3.77        0.33
26/05/2013        P115        3        100        2        10        5.97        2        2        3.85        0.33
26/05/2013        P116        3        250        2        10        5.97        2        1.76        4.09        0.33
26/05/2013        P117        3        250        2        10        5.97        2        1.6        4.25        0.33
26/05/2013        P118        3        250        2        10        5.97        2        3.28        2.57        0.33
26/05/2013        P119        3        550        2        10        5.97        2        6.24        -0.39        0.33
26/05/2013        P120        3        550        2        10        5.97        2        6.24        -0.39        0.33
26/05/2013        P121        3        550        2        10        5.97        2        4        1.85        0.33
26/05/2013        P122        3        100        1        9        5.97        2        3.6        2.29        0.20
26/05/2013        P123        3        100        1        9        5.97        2        2.56        3.33        0.20
26/05/2013        P124        3        100        1        9        5.97        2        2.24        3.65        0.20
26/05/2013        P125        3        250        1        9        5.97        2        2.4        3.49        0.20
26/05/2013        P126        3        250        1        9        5.97        2        2.4        3.49        0.20
26/05/2013        P127        3        250        1        9        5.97        2        2.4        3.49        0.20
26/05/2013        P128        3        100        1        10        5.97        2        2.4        3.52        0.20
26/05/2013        P129        3        100        1        10        5.97        2        2.08        3.84        0.20
26/05/2013        P130        3        100        1        10        5.97        2        2.08        3.84        0.20
26/05/2013        P131        3        250        1        10        5.97        2        2        3.92        0.20
26/05/2013        P132        3        250        1        10        5.97        2        2.56        3.36        0.20
26/05/2013        P133        3        250        1        10        5.97        2        2.4        3.52        0.20
29/05/2013        P58        1        100        1        5        12.95        3        12        0.91        0.21
29/05/2013        P59        1        100        1        5        12.95        3        9.6        3.31        0.21
29/05/2013        P60        1        100        1        5        12.95        3        10.24        2.67        0.21
29/05/2013        P61        1        250        1        5        12.95        3        8.96        3.95        0.21
29/05/2013        P62        1        250        1        5        12.95        3        10.8        2.11        0.21
29/05/2013        P63        1        250        1        5        12.95        3        11.76        1.15        0.21
29/05/2013        P64        1        100        2        6        12.95        3        7.2        5.63        0.33
29/05/2013        P65        1        100        2        6        12.95        3        10.96        1.87        0.33
29/05/2013        P66        1        100        2        6        12.95        3        11.76        1.07        0.33
29/05/2013        P67        1        250        2        6        12.95        3        11.2        1.63        0.33
29/05/2013        P68        1        250        2        6        12.95        3        9.92        2.91        0.33
29/05/2013        P69        1        100        1        6        12.95        3        8.32        4.55        0.21
29/05/2013        P70        1        100        1        6        12.95        3        10.4        2.47        0.21
29/05/2013        P71        1        100        1        6        12.95        3        11.6        1.27        0.21
29/05/2013        P72        1        250        1        6        12.95        3        10.16        2.71        0.21
29/05/2013        P73        1        250        1        6        12.95        3        9.12        3.75        0.21
29/05/2013        P74        1        100        2        5        12.95        3        9.6        3.17        0.33
29/05/2013        P75        1        100        2        5        12.95        3        8.64        4.13        0.33
29/05/2013        P76        1        100        2        5        12.95        3        6.88        5.89        0.33
29/05/2013        P77        1        250        2        5        12.95        3        12        0.77        0.33
29/05/2013        P78        2        100        1        7        12.95        3        9.28        3.57        0.21
29/05/2013        P79        2        100        1        7        12.95        3        8.32        4.53        0.21
29/05/2013        P80        2        100        1        7        12.95        3        8.16        4.69        0.21
29/05/2013        P81        2        250        1        7        12.95        3        9.04        3.81        0.21
29/05/2013        P82        2        250        1        7        12.95        3        8.16        4.69        0.21
29/05/2013        P83        2        250        1        7        12.95        3        9.6        3.25        0.21
29/05/2013        P84        2        550        1        7        12.95        3        10.24        2.61        0.21
29/05/2013        P85        2        550        1        7        12.95        3        8.96        3.89        0.21
29/05/2013        P86        2        100        1        8        12.95        3        7.68        5.13        0.21
29/05/2013        P87        2        100        1        8        12.95        3        8.08        4.73        0.21
29/05/2013        P88        2        100        1        8        12.95        3        9.36        3.45        0.21
29/05/2013        P89        2        250        1        8        12.95        3        9.04        3.77        0.21
29/05/2013        P90        2        250        1        8        12.95        3        9.92        2.89        0.21
29/05/2013        P91        2        250        1        8        12.95        3        10.48        2.33        0.21
29/05/2013        P92        2        100        2        8        12.95        3        9.28        3.52        0.33
29/05/2013        P93        2        100        2        8        12.95        3        8.88        3.92        0.33
29/05/2013        P94        2        100        2        8        12.95        3        7.68        5.12        0.33
29/05/2013        P95        2        250        2        8        12.95        3        8.24        4.56        0.33
29/05/2013        P96        2        250        2        8        12.95        3        7.76        5.04        0.33
29/05/2013        P97        2        550        2        8        12.95        3        9.6        3.20        0.33
29/05/2013        P98        2        550        2        8        12.95        3        10.4        2.40        0.33
29/05/2013        P99        2        100        2        7        12.95        3        8.32        4.48        0.33
29/05/2013        P100        2        100        2        7        12.95        3        8.48        4.32        0.33
29/05/2013        P101        2        100        2        7        12.95        3        10.4        2.40        0.33
29/05/2013        P102        2        250        2        7        12.95        3        8        4.80        0.33
29/05/2013        P103        2        250        2        7        12.95        3        10.8        2.00        0.33
29/05/2013        P105        3        100        2        9        12.95        3        11.04        1.72        0.33
29/05/2013        P106        3        100        2        9        12.95        3        8.8        3.96        0.33
29/05/2013        P107        3        100        2        9        12.95        3        7.28        5.48        0.33
29/05/2013        P108        3        250        2        9        12.95        3        8.64        4.12        0.33
29/05/2013        P109        3        250        2        9        12.95        3        8.32        4.44        0.33
29/05/2013        P110        3        250        2        9        12.95        3        8        4.76        0.33
29/05/2013        P111        3        550        2        9        12.95        3        10.56        2.20        0.33
29/05/2013        P112        3        550        2        9        12.95        3        10.72        2.04        0.33
29/05/2013        P113        3        100        2        10        12.95        3        8        4.74        0.33
29/05/2013        P114        3        100        2        10        12.95        3        10.72        2.02        0.33
29/05/2013        P115        3        100        2        10        12.95        3        10.4        2.34        0.33
29/05/2013        P116        3        250        2        10        12.95        3        8.96        3.78        0.33
29/05/2013        P117        3        250        2        10        12.95        3        9.12        3.62        0.33
29/05/2013        P118        3        250        2        10        12.95        3        8.24        4.50        0.33
29/05/2013        P119        3        550        2        10        12.95        3        9.12        3.62        0.33
29/05/2013        P120        3        550        2        10        12.95        3        9.92        2.82        0.33
29/05/2013        P121        3        550        2        10        12.95        3        10.64        2.10        0.33
29/05/2013        P122        3        100        1        9        12.95        3        9.68        3.12        0.21
29/05/2013        P123        3        100        1        9        12.95        3        5.2        7.60        0.21
29/05/2013        P124        3        100        1        9        12.95        3        7.04        5.76        0.21
29/05/2013        P125        3        250        1        9        12.95        3        8.8        4.00        0.21
29/05/2013        P126        3        250        1        9        12.95        3        8.32        4.48        0.21
29/05/2013        P127        3        250        1        9        12.95        3        10        2.80        0.21
29/05/2013        P128        3        100        1        10        12.95        3        8.96        3.90        0.21
29/05/2013        P129        3        100        1        10        12.95        3        6.48        6.38        0.21
29/05/2013        P130        3        100        1        10        12.95        3        8.96        3.90        0.21
29/05/2013        P131        3        250        1        10        12.95        3        7.92        4.94        0.21
29/05/2013        P132        3        250        1        10        12.95        3        7.84        5.02        0.21
29/05/2013        P133        3        250        1        10        12.95        3        9.28        3.58        0.21
01/06/2013        P58        1        100        1        5        19.25        3        8        11.10        0.23
01/06/2013        P59        1        100        1        5        19.25        3        10.88        8.22        0.23
01/06/2013        P60        1        100        1        5        19.25        3        10        9.10        0.23
01/06/2013        P61        1        250        1        5        19.25        3        12.64        6.46        0.23
01/06/2013        P62        1        250        1        5        19.25        3        11.52        7.58        0.23
01/06/2013        P63        1        250        1        5        19.25        3        13.92        5.18        0.23
01/06/2013        P64        1        100        2        6        19.25        3        8.8        10.23        0.33
01/06/2013        P65        1        100        2        6        19.25        3        10.32        8.71        0.33
01/06/2013        P66        1        100        2        6        19.25        3        13.28        5.75        0.33
01/06/2013        P67        1        250        2        6        19.25        3        18.08        0.95        0.33
01/06/2013        P68        1        250        2        6        19.25        3        16        3.03        0.33
01/06/2013        P69        1        100        1        6        19.25        3        11.84        7.26        0.23
01/06/2013        P70        1        100        1        6        19.25        3        12.8        6.30        0.23
01/06/2013        P71        1        100        1        6        19.25        3        11.2        7.90        0.23
01/06/2013        P72        1        250        1        6        19.25        3        13.12        5.98        0.23
01/06/2013        P73        1        250        1        6        19.25        3        13.6        5.50        0.23
01/06/2013        P74        1        100        2        5        19.25        3        13.12        5.91        0.33
01/06/2013        P75        1        100        2        5        19.25        3        12.4        6.63        0.33
01/06/2013        P76        1        100        2        5        19.25        3        11.36        7.67        0.33
01/06/2013        P77        1        250        2        5        19.25        3        24        -4.97        0.33
01/06/2013        P78        2        100        1        7        19.25        3        13.04        6.07        0.23
01/06/2013        P79        2        100        1        7        19.25        3        12.8        6.31        0.23
01/06/2013        P80        2        100        1        7        19.25        3        12.32        6.79        0.23
01/06/2013        P81        2        250        1        7        19.25        3        17.92        1.19        0.23
01/06/2013        P82        2        250        1        7        19.25        3        14.4        4.71        0.23
01/06/2013        P83        2        250        1        7        19.25        3        15.2        3.91        0.23
01/06/2013        P84        2        550        1        7        19.25        3        17.92        1.19        0.23
01/06/2013        P85        2        550        1        7        19.25        3        20        -0.89        0.23
01/06/2013        P86        2        100        1        8        19.25        3        21.6        -2.49        0.23
01/06/2013        P87        2        100        1        8        19.25        3        10.08        9.03        0.23
01/06/2013        P88        2        100        1        8        19.25        3        14.08        5.03        0.23
01/06/2013        P89        2        250        1        8        19.25        3        14.96        4.15        0.23
01/06/2013        P90        2        250        1        8        19.25        3        15.52        3.59        0.23
01/06/2013        P91        2        250        1        8        19.25        3        17.12        1.99        0.23
01/06/2013        P92        2        100        2        8        19.25        3        18.4        0.63        0.33
01/06/2013        P93        2        100        2        8        19.25        3        15.68        3.35        0.33
01/06/2013        P94        2        100        2        8        19.25        3        19.04        -0.01        0.33
01/06/2013        P95        2        250        2        8        19.25        3        19.08        -0.05        0.33
01/06/2013        P96        2        250        2        8        19.25        3        18        1.03        0.33
01/06/2013        P97        2        550        2        8        19.25        3        24.72        -5.69        0.33
01/06/2013        P98        2        550        2        8        19.25        3        26.16        -7.13        0.33
01/06/2013        P99        2        100        2        7        19.25        3        15.36        3.68        0.33
01/06/2013        P100        2        100        2        7        19.25        3        14.32        4.72        0.33
01/06/2013        P101        2        100        2        7        19.25        3        23.6        -4.56        0.33
01/06/2013        P102        2        250        2        7        19.25        3        24.8        -5.76        0.33
01/06/2013        P103        2        250        2        7        19.25        3        22.4        -3.36        0.33
01/06/2013        P105        3        100        2        9        19.25        3        15.84        3.19        0.33
01/06/2013        P106        3        100        2        9        19.25        3        13.28        5.75        0.33
01/06/2013        P107        3        100        2        9        19.25        3        15.36        3.67        0.33
01/06/2013        P108        3        250        2        9        19.25        3        14.4        4.63        0.33
01/06/2013        P109        3        250        2        9        19.25        3        15.04        3.99        0.33
01/06/2013        P110        3        250        2        9        19.25        3        17.44        1.59        0.33
01/06/2013        P111        3        550        2        9        19.25        3        15.84        3.19        0.33
01/06/2013        P112        3        550        2        9        19.25        3        19.2        -0.17        0.33
01/06/2013        P113        3        100        2        10        19.25        3        14.4        4.55        0.33
01/06/2013        P114        3        100        2        10        19.25        3        12.64        6.31        0.33
01/06/2013        P115        3        100        2        10        19.25        3        15.52        3.43        0.33
01/06/2013        P116        3        250        2        10        19.25        3        14.56        4.39        0.33
01/06/2013        P117        3        250        2        10        19.25        3        12.8        6.15        0.33
01/06/2013        P118        3        250        2        10        19.25        3        21.6        -2.65        0.33
01/06/2013        P119        3        550        2        10        19.25        3        14.72        4.23        0.33
01/06/2013        P120        3        550        2        10        19.25        3        15.12        3.83        0.33
01/06/2013        P121        3        550        2        10        19.25        3        14.56        4.39        0.33
01/06/2013        P122        3        100        1        9        19.25        3        14.72        4.39        0.23
01/06/2013        P123        3        100        1        9        19.25        3        12.64        6.47        0.23
01/06/2013        P124        3        100        1        9        19.25        3        12.24        6.87        0.23
01/06/2013        P125        3        250        1        9        19.25        3        11.84        7.27        0.23
01/06/2013        P126        3        250        1        9        19.25        3        13.68        5.43        0.23
01/06/2013        P127        3        250        1        9        19.25        3        12.72        6.39        0.23
01/06/2013        P128        3        100        1        10        19.25        3        13.2        5.92        0.23
01/06/2013        P129        3        100        1        10        19.25        3        10.72        8.40        0.23
01/06/2013        P130        3        100        1        10        19.25        3        16.4        2.72        0.23
01/06/2013        P131        3        250        1        10        19.25        3        9.12        10.00        0.23
01/06/2013        P132        3        250        1        10        19.25        3        10.64        8.48        0.23
01/06/2013        P133        3        250        1        10        19.25        3        14.72        4.40        0.23
03/06/2013        P58        1        100        1        5        0.90        1        0.8        0.10        0.24
03/06/2013        P59        1        100        1        5        0.90        1        0.8        0.10        0.24
03/06/2013        P60        1        100        1        5        0.90        1        0.72        0.18        0.24
03/06/2013        P61        1        250        1        5        0.90        1        0.48        0.42        0.24
03/06/2013        P62        1        250        1        5        0.90        1        0.64        0.26        0.24
03/06/2013        P63        1        250        1        5        0.90        1        0.72        0.18        0.24
03/06/2013        P64        1        100        2        6        0.90        1        0.8        0.10        0.33
03/06/2013        P65        1        100        2        6        0.90        1        0.56        0.34        0.33
03/06/2013        P66        1        100        2        6        0.90        1        0.8        0.10        0.33
03/06/2013        P67        1        250        2        6        0.90        1        0.72        0.18        0.33
03/06/2013        P68        1        250        2        6        0.90        1        0.8        0.10        0.33
03/06/2013        P69        1        100        1        6        0.90        1        0.56        0.34        0.24
03/06/2013        P70        1        100        1        6        0.90        1        0.72        0.18        0.24
03/06/2013        P71        1        100        1        6        0.90        1        0.64        0.26        0.24
03/06/2013        P72        1        250        1        6        0.90        1        0.88        0.02        0.24
03/06/2013        P73        1        250        1        6        0.90        1        0.8        0.10        0.24
03/06/2013        P74        1        100        2        5        0.90        1        0.64        0.26        0.33
03/06/2013        P75        1        100        2        5        0.90        1        0.56        0.34        0.33
03/06/2013        P76        1        100        2        5        0.90        1        0.48        0.42        0.33
03/06/2013        P77        1        250        2        5        0.90        1        0.72        0.18        0.33
03/06/2013        P78        2        100        1        7        0.90        1        0.56        0.34        0.24
03/06/2013        P79        2        100        1        7        0.90        1        0.64        0.26        0.24
03/06/2013        P80        2        100        1        7        0.90        1        0.72        0.18        0.24
03/06/2013        P81        2        250        1        7        0.90        1        0.80        0.10        0.24
03/06/2013        P82        2        250        1        7        0.90        1        0.64        0.26        0.24
03/06/2013        P83        2        250        1        7        0.90        1        0.48        0.42        0.24
03/06/2013        P84        2        550        1        7        0.90        1        0.64        0.26        0.24
03/06/2013        P85        2        550        1        7        0.90        1        0.56        0.34        0.24
03/06/2013        P86        2        100        1        8        0.90        1        0.88        0.02        0.24
03/06/2013        P87        2        100        1        8        0.90        1        0.64        0.26        0.24
03/06/2013        P88        2        100        1        8        0.90        1        0.72        0.18        0.24
03/06/2013        P89        2        250        1        8        0.90        1        0.48        0.42        0.24
03/06/2013        P90        2        250        1        8        0.90        1        0.64        0.26        0.24
03/06/2013        P91        2        250        1        8        0.90        1        0.72        0.18        0.24
03/06/2013        P92        2        100        2        8        0.90        1        0.64        0.26        0.33
03/06/2013        P93        2        100        2        8        0.90        1        0.80        0.10        0.33
03/06/2013        P94        2        100        2        8        0.90        1        0.72        0.18        0.33
03/06/2013        P95        2        250        2        8        0.90        1        0.88        0.02        0.33
03/06/2013        P96        2        250        2        8        0.90        1        0.72        0.18        0.33
03/06/2013        P97        2        550        2        8        0.90        1        0.80        0.10        0.33
03/06/2013        P98        2        550        2        8        0.90        1        0.56        0.34        0.33
03/06/2013        P99        2        100        2        7        0.90        1        0.80        0.10        0.33
03/06/2013        P100        2        100        2        7        0.90        1        0.72        0.18        0.33
03/06/2013        P101        2        100        2        7        0.90        1        0.72        0.18        0.33
03/06/2013        P102        2        250        2        7        0.90        1        0.80        0.10        0.33
03/06/2013        P103        2        250        2        7        0.90        1        0.72        0.18        0.33
03/06/2013        P105        3        100        2        9        0.90        1        0.4        0.50        0.33
03/06/2013        P106        3        100        2        9        0.90        1        0.48        0.42        0.33
03/06/2013        P107        3        100        2        9        0.90        1        0.56        0.34        0.33
03/06/2013        P108        3        250        2        9        0.90        1        0.8        0.10        0.33
03/06/2013        P109        3        250        2        9        0.90        1        0.88        0.02        0.33
03/06/2013        P110        3        250        2        9        0.90        1        0.72        0.18        0.33
03/06/2013        P111        3        550        2        9        0.90        1        0.64        0.26        0.33
03/06/2013        P112        3        550        2        9        0.90        1        0.48        0.42        0.33
03/06/2013        P113        3        100        2        10        0.90        1        0.8        0.10        0.33
03/06/2013        P114        3        100        2        10        0.90        1        0.48        0.42        0.33
03/06/2013        P115        3        100        2        10        0.90        1        0.64        0.26        0.33
03/06/2013        P116        3        250        2        10        0.90        1        0.72        0.18        0.33
03/06/2013        P117        3        250        2        10        0.90        1        0.56        0.34        0.33
03/06/2013        P118        3        250        2        10        0.90        1        0.64        0.26        0.33
03/06/2013        P119        3        550        2        10        0.90        1        0.48        0.42        0.33
03/06/2013        P120        3        550        2        10        0.90        1        0.4        0.50        0.33
03/06/2013        P121        3        550        2        10        0.90        1        0.56        0.34        0.33
03/06/2013        P122        3        100        1        9        0.90        1        0.8        0.10        0.24
03/06/2013        P123        3        100        1        9        0.90        1        0.64        0.26        0.24
03/06/2013        P124        3        100        1        9        0.90        1        0.72        0.18        0.24
03/06/2013        P125        3        250        1        9        0.90        1        0.48        0.42        0.24
03/06/2013        P126        3        250        1        9        0.90        1        0.64        0.26        0.24
03/06/2013        P127        3        250        1        9        0.90        1        0.64        0.26        0.24
03/06/2013        P128        3        100        1        10        0.90        1        0.48        0.42        0.24
03/06/2013        P129        3        100        1        10        0.90        1        0.56        0.34        0.24
03/06/2013        P130        3        100        1        10        0.90        1        0.48        0.42        0.24
03/06/2013        P131        3        250        1        10        0.90        1        0.64        0.26        0.24
03/06/2013        P132        3        250        1        10        0.90        1        0.72        0.18        0.24
03/06/2013        P133        3        250        1        10        0.90        1        0.48        0.42        0.24
06/06/2013        P58        1        100        1        5        12.50        3        9.6        2.79        0.26
06/06/2013        P59        1        100        1        5        12.50        3        9.2        3.19        0.26
06/06/2013        P60        1        100        1        5        12.50        3        8        4.39        0.26
06/06/2013        P61        1        250        1        5        12.50        3        7.92        4.47        0.26
06/06/2013        P62        1        250        1        5        12.50        3        7.84        4.55        0.26
06/06/2013        P63        1        250        1        5        12.50        3        7.92        4.47        0.26
06/06/2013        P64        1        100        2        6        12.50        3        6.4        5.94        0.33
06/06/2013        P65        1        100        2        6        12.50        3        8.32        4.02        0.33
06/06/2013        P66        1        100        2        6        12.50        3        11.36        0.98        0.33
06/06/2013        P67        1        250        2        6        12.50        3        11.52        0.82        0.33
06/06/2013        P68        1        250        2        6        12.50        3        12.64        -0.30        0.33
06/06/2013        P69        1        100        1        6        12.50        3        7.36        5.05        0.26
06/06/2013        P70        1        100        1        6        12.50        3        8        4.41        0.26
06/06/2013        P71        1        100        1        6        12.50        3        8.48        3.93        0.26
06/06/2013        P72        1        250        1        6        12.50        3        9.6        2.81        0.26
06/06/2013        P73        1        250        1        6        12.50        3        9.12        3.29        0.26
06/06/2013        P74        1        100        2        5        12.50        3        8.32        4.00        0.33
06/06/2013        P75        1        100        2        5        12.50        3        7.2        5.12        0.33
06/06/2013        P76        1        100        2        5        12.50        3        6.4        5.92        0.33
06/06/2013        P77        1        250        2        5        12.50        3        14.8        -2.48        0.33
06/06/2013        P78        2        100        1        7        12.50        3        7.92        4.48        0.26
06/06/2013        P79        2        100        1        7        12.50        3        8.48        3.92        0.26
06/06/2013        P80        2        100        1        7        12.50        3        10.08        2.32        0.26
06/06/2013        P81        2        250        1        7        12.50        3        9.92        2.48        0.26
06/06/2013        P82        2        250        1        7        12.50        3        7.52        4.88        0.26
06/06/2013        P83        2        250        1        7        12.50        3        10.56        1.84        0.26
06/06/2013        P84        2        550        1        7        12.50        3        10.8        1.60        0.26
06/06/2013        P85        2        550        1        7        12.50        3        10.4        2.00        0.26
06/06/2013        P86        2        100        1        8        12.50        3        18.24        -5.85        0.26
06/06/2013        P87        2        100        1        8        12.50        3        6.48        5.91        0.26
06/06/2013        P88        2        100        1        8        12.50        3        8.16        4.23        0.26
06/06/2013        P89        2        250        1        8        12.50        3        9.6        2.79        0.26
06/06/2013        P90        2        250        1        8        12.50        3        10.08        2.31        0.26
06/06/2013        P91        2        250        1        8        12.50        3        10.4        1.99        0.26
06/06/2013        P92        2        100        2        8        12.50        3        7.28        5.06        0.33
06/06/2013        P93        2        100        2        8        12.50        3        6.56        5.78        0.33
06/06/2013        P94        2        100        2        8        12.50        3        6.88        5.46        0.33
06/06/2013        P95        2        250        2        8        12.50        3        13.76        -1.42        0.33
06/06/2013        P96        2        250        2        8        12.50        3        11.36        0.98        0.33
06/06/2013        P97        2        550        2        8        12.50        3        13.36        -1.02        0.33
06/06/2013        P98        2        550        2        8        12.50        3        13.52        -1.18        0.33
06/06/2013        P99        2        100        2        7        12.50        3        7.2        5.11        0.33
06/06/2013        P100        2        100        2        7        12.50        3        7.04        5.27        0.33
06/06/2013        P101        2        100        2        7        12.50        3        14.08        -1.77        0.33
06/06/2013        P102        2        250        2        7        12.50        3        9.92        2.39        0.33
06/06/2013        P103        2        250        2        7        12.50        3        8        4.31        0.33
06/06/2013        P105        3        100        2        9        12.50        3        8        4.33        0.33
06/06/2013        P106        3        100        2        9        12.50        3        6.88        5.45        0.33
06/06/2013        P107        3        100        2        9        12.50        3        7.36        4.97        0.33
06/06/2013        P108        3        250        2        9        12.50        3        13.92        -1.59        0.33
06/06/2013        P109        3        250        2        9        12.50        3        8        4.33        0.33
06/06/2013        P110        3        250        2        9        12.50        3        8.16        4.17        0.33
06/06/2013        P111        3        550        2        9        12.50        3        8.64        3.69        0.33
06/06/2013        P112        3        550        2        9        12.50        3        10.4        1.93        0.33
06/06/2013        P113        3        100        2        10        12.50        3        6.72        5.63        0.33
06/06/2013        P114        3        100        2        10        12.50        3        6.56        5.79        0.33
06/06/2013        P115        3        100        2        10        12.50        3        6.96        5.39        0.33
06/06/2013        P116        3        250        2        10        12.50        3        6.4        5.95        0.33
06/06/2013        P117        3        250        2        10        12.50        3        8.32        4.03        0.33
06/06/2013        P118        3        250        2        10        12.50        3        9.6        2.75        0.33
06/06/2013        P119        3        550        2        10        12.50        3        11.2        1.15        0.33
06/06/2013        P120        3        550        2        10        12.50        3        10.8        1.55        0.33
06/06/2013        P121        3        550        2        10        12.50        3        8.8        3.55        0.33
06/06/2013        P122        3        100        1        9        12.50        3        14.56        -2.16        0.26
06/06/2013        P123        3        100        1        9        12.50        3        7.68        4.72        0.26
06/06/2013        P124        3        100        1        9        12.50        3        5.12        7.28        0.26
06/06/2013        P125        3        250        1        9        12.50        3        9.92        2.48        0.26
06/06/2013        P126        3        250        1        9        12.50        3        8.16        4.24        0.26
06/06/2013        P127        3        250        1        9        12.50        3        9.12        3.28        0.26
06/06/2013        P128        3        100        1        10        12.50        3        8.8        3.61        0.26
06/06/2013        P129        3        100        1        10        12.50        3        6        6.41        0.26
06/06/2013        P130        3        100        1        10        12.50        3        13.36        -0.95        0.26
06/06/2013        P131        3        250        1        10        12.50        3        8.8        3.61        0.26
06/06/2013        P132        3        250        1        10        12.50        3        9.52        2.89        0.26
06/06/2013        P133        3        250        1        10        12.50        3        10.4        2.01        0.26
09/06/2013        P58        1        100        1        5        7.43        2        3.6        3.77        0.27
09/06/2013        P59        1        100        1        5        7.43        2        3.2        4.17        0.27
09/06/2013        P60        1        100        1        5        7.43        2        3.04        4.33        0.27
09/06/2013        P61        1        250        1        5        7.43        2        3.36        4.01        0.27
09/06/2013        P62        1        250        1        5        7.43        2        3.2        4.17        0.27
